Factor,Mean,StdDev,AR1,CumR2
F1,-0.12926772612021317,0.9939679007022755,0.6247028277146326,0.14888359038560733
F2,0.11478397624117667,0.9957528828705067,0.23377985918240657,0.2449405336761395
F3,-0.03651013307969678,1.0017098219413885,-0.4841762015969306,0.32599203143551525
F4,-0.07222407283132658,0.9997603455139848,0.7630211810009448,0.3828768960434695
F5,0.029837490011559064,1.0019318287903096,-0.10216897299724177,0.43667065329322075
F6,0.00849039119968176,1.0023419949044228,-0.02005705354529974,0.48471504085586775
F7,0.01442082554907912,1.0022738918407863,0.2990555180777883,0.5259282116231463
F8,0.025296200789723448,1.0020573635552266,-0.10618015131127134,0.565756456240034
