date,S001_PI,S003_Real_Consumption,S004_M_T_sales,S005_Retail_sales,S006_IP_total,S007_IP_products,S008_IP_final_prod,S009_IP_cons_gds,S010_IP_cons_dble,S011_IP_cons_nondble,S012_IP_bus_eqpt,S013_IP_matls,S014_IP_dble_matls,S015_IP_nondble_matls,S016_IP_mfg,S017_IP_res_util,S018_IP_fuels,S019_NAPM_prodn,S020_Cap_util,S021_Help_wanted_indx,S022_Help_wanted_emp,S023_Emp_CPS_total,S024_Emp_CPS_nonag,S025_U_all,S033_Emp_total,S034_Emp_gds_prod,S035_Emp_mining,S036_Emp_const,S037_Emp_mfg,S038_Emp_dble_gds,S039_Emp_nondbles,S040_Emp_services,S041_Emp_TTU,S042_Emp_wholesale,S043_Emp_retail,S044_Emp_FIRE,S045_Emp_Govt,S046_Avg_hrs,S047_Overtime_mfg,S048_Avg_hrs_mfg,S049_NAPM_empl,S050_Starts_nonfarm,S055_BP_total,S060_PMI,S061_NAPM_new_ordrs,S063_NAPM_Invent,S064_Orders_cons_gds,S065_Orders_dble_gds,S066_Orders_cap_gds,S068_M_T_invent,S069_M_T_invent_sales,S070_M1,S071_M2,S072_Currency,S073_M2_real,S075_Reserves_tot,S076_Reserves_nonbor,S077_C_I_loan_plus,S078_C_I_loans,S079_Cons_credit,S080_Inst_cred_PI,S081_S_P_500,S085_Fed_Funds,S086_Comm_paper,S087_3_mo_T-bill,S088_6_mo_T-bill,S089_1_yr_T-bond,S090_5_yr_T-bond,S091_10_yr_T-bond,S092_Aaa_bond,S093_Baa_bond,S094_CP-FF_spread,S095_3_mo-FF_spread,S096_6_mo-FF_spread,S097_1_yr-FF_spread,S098_5_yr-FF_spread,S099_10_yr-FF_spread,S100_Aaa-FF_spread,S101_Baa-FF_spread,S102_Ex_rate_avg,S103_Ex_rate_Switz,S104_Ex_rate_Japan,S105_Ex_rate_UK,S106_EX_rate_Canada,S107_PPI_fin_gds,S108_PPI_cons_gds,S109_PPI_int_mat_ls,S110_PPI_crude_mat_ls,S112_PPI_nonferrous,S113_NAPM_com_price,S114_CPI-U_all,S115_CPI-U_apparel,S116_CPI-U_transp,S117_CPI-U_medical,S118_CPI-U_comm.,S119_CPI-U_dbles,S120_CPI-U_services,S121_CPI-U_ex_food,S122_CPI-U_ex_shelter,S123_CPI-U_ex_med,S124_PCE_defl,S125_PCE_defl_dlbes,S126_PCE_defl_nondble,S128_AHE_goods,S129_AHE_const,S130_AHE_mfg,S131_Consumer_expect
2000-01-31,0.005223661268090041,0.0027034056365167203,-0.0010367203081935727,-0.0010367203081935727,0.0177763408319791,0.0177763408319791,-0.07059569279499645,-0.07059569279499645,-0.07059569279499645,-0.04646853690846431,-0.23067525415521306,-0.016301301411312252,-0.016301301411312252,-0.016301301411312252,-0.009014867292064466,0.040284289826186814,0.040284289826186814,9.6,0.340659340659343,6000.0,0.0025055591546583045,-0.0002477564083811501,,0.0,-0.0002477564083811501,,,,,,,0.00119057349622409,0.004125682579859458,-0.003693448335352123,0.004246290881451564,0.0017820058455404464,0.002025258208922409,387.0835164835165,,1.0033166029141891,-6.1,4.913050395746949,10.33484780193963,-5.1,10.45545,8.3,,,,-0.2023404236844466,-0.30099559010620364,0.015689117964939214,-0.022397994712395786,-0.07638085138043138,-0.012003110039524145,,,,,,,0.07096857437257142,0.0,-0.10290255454544983,0.25,,,,0.39190476190476,,,1.3431429000000001,1.65,,,,3.5395238095238097,,,0.0011219568101630273,,,,,0.00031215946193530186,-0.00040395880169619147,0.001078121486757233,0.017426966087134232,0.012534794110816705,48.0,-0.001287754515560735,-0.0021436235432510387,0.0012738413509012503,0.0,-0.0010851873012871494,-0.0028235312876070395,-0.005077759404663595,-0.0035749767254289466,-0.0024922044639836827,-0.0025493866265184906,0.0017637076675809382,0.0008478169223398169,0.00917865189329703,-0.07117870518432756,-0.035421151815129726,0.004243114646578228,2.1999999999999993
2000-02-29,0.004886650863699771,0.002528992369640548,0.010319974101744123,0.010319974101744123,0.021739977127476884,0.021739977127476884,0.15566198052021463,0.15566198052021463,0.15566198052021463,0.025714105439019086,0.1673183902019053,0.02373627989883076,0.02373627989883076,0.02373627989883076,0.024282351045813222,-0.0814356369630822,-0.0814356369630822,10.8,0.318681318681314,6000.0,0.002304231865477735,-0.00023177212396774394,0.0009847366625397314,-0.09999999999999964,-0.00023177212396774394,,-0.008374620700170254,,,0.0,0.0009394082419360572,0.0011137623029213728,0.0038595095101889854,0.0,0.001058761348241788,0.0016670377264720315,0.0018945963889933637,387.8164835164835,,1.001713578172331,-5.5,4.77180348982773,10.260392470028915,-3.1,24.40014,6.9,,,,0.018215439891341223,-0.1338181243751853,0.004613399771386639,0.00947423954356097,0.03296100281620973,-0.0012509233511561746,,,,,,,0.0976160490481961,0.25,0.19361899999999999,0.0,,,,-0.030952380952379066,,,1.3126239689655175,1.4258620689655173,,,,3.284433497536948,,,-0.007993287704035623,,,,,0.001723617022104662,0.0024221229579328707,-1.0541462206248298e-05,0.0160670992986236,-0.004255701544316537,41.9,-0.0012779471448078894,-4.604995038626214e-06,-0.009414998934601293,0.0013540963477298718,-1.1789109333193437e-06,-0.002847561416208677,0.002536461975990889,0.0011911853701525033,-1.539324745003512e-06,0.0012650141627119638,-9.089222029246002e-05,-0.0016977932770938509,-0.003992580275481217,0.0025318718074318625,0.0012953155539063843,-0.0004524581720799503,0.0
2000-03-31,0.005223661268090041,0.0027034056365167203,-0.00928325379355055,-0.00928325379355055,-0.0011954637630173792,-0.0011954637630173792,0.07074860550540674,0.07074860550540674,0.07074860550540674,0.008791265411169924,0.13316795449586305,-0.0024721891453891587,-0.0024721891453891587,-0.0024721891453891587,0.0,0.014718516914482116,0.014718516914482116,9.7,0.340659340659343,1000.0,0.00033637746282538794,-0.0002477564083811501,0.0009837679101325492,0.0,-0.0002477564083811501,,-0.007674634753109366,,,-0.0008173273850990981,-0.0009394082419360572,0.00119057349622409,0.004125682579859458,-0.0009254975209422867,-0.001058761348241788,0.0017820058455404464,0.002025258208922409,388.6,,1.0,-3.7,4.880044336058357,10.435262205052501,-1.5,11.98094,5.4,,,,0.10608227678623638,0.1037391631801503,-0.01590198425340006,-0.007240356858030594,0.013049627244441808,-0.007218205562388391,,,,,,,0.04962288444523644,0.25,0.21028160000000007,0.0,,,,-0.17552795031056068,,,1.3760757580645162,1.279032258064516,,,,2.962075736325386,,,-0.009197816504631362,,,,,-0.002548860161696531,-0.0020181641562366792,0.0010642177870394676,-0.03762929832762829,-0.024026395464531447,44.4,-0.0012730746467974896,0.00429645707657933,0.01197619104671599,-0.0013540963477298718,-0.0010899132103752152,0.0018724176705999795,-0.0038063034164670384,-0.002386635977731366,-0.002479851526640431,-0.0038014802183807817,9.089222029246002e-05,0.0016977932770938509,-0.014318743559531555,-0.0025318718074318625,-0.0012953155539063843,0.0004524581720799503,1.9000000000000004
2000-04-30,0.0025295205214526106,0.0029956992330539833,0.00928325379355055,0.00928325379355055,0.014251976003821554,0.014251976003821554,-0.19141883640311796,-0.19141883640311796,-0.19141883640311796,0.009798663048703027,-0.17623325792669942,0.0012368585373963015,0.0012368585373963015,0.0012368585373963015,0.012547246196424666,-0.13167792497777686,-0.13167792497777686,9.6,0.2637362637362628,9000.0,0.0028210333211876465,0.0004997756771984996,-0.0009837679101325492,-0.09999999999999964,0.0004997756771984996,,-0.0048912441446971044,,,0.0008173273850990981,0.0,0.0010851104709033166,0.002058806276476588,0.0,0.002116402906376713,0.0022854187172454132,0.0012238355759599528,374.22637362637363,,1.0016583014570946,-2.8,4.807483894600979,10.240816564877322,-1.2,3.80753,3.2,,,,-0.18492233849401218,-0.4412518863056356,0.027178741694688924,0.008320095072017253,-0.004147970131869627,0.0011018895096288617,,,,,,,-0.07554545325508855,0.25,0.17823429999999973,0.48999999999999977,,,,-0.10748792270531027,,,1.4002778,1.6149999999999998,,,,2.70055555555556,,,-0.007097911883030328,,,,,0.0004923837724595259,0.0020140993717019384,0.003184960017948768,-0.0423532451724542,-0.003192531615249017,40.1,0.0,-0.0010758423765375724,-0.021278583709029242,0.00270270434788511,0.0010863610585705175,0.0018939125525614386,0.005076144856943188,0.003580665970338792,0.0012399257633202154,0.0012666246151926686,-0.0013805576498633343,0.0,0.013027675415901996,0.09372752590546174,0.06179747811202496,-0.004415257820072682,-0.40000000000000036
2000-05-31,0.0026138378721682898,0.0030955558741609934,0.003075399467975082,0.003075399467975082,0.02331108336660659,0.02331108336660659,0.17984016594256858,0.17984016594256858,0.17984016594256858,0.019313905082526617,0.16084833908722018,0.03043448530025472,0.03043448530025472,0.03043448530025472,0.027061961579959437,-0.042559654995486085,-0.042559654995486085,11.3,0.27252747252748577,12000.0,0.004392985796549939,0.000516434866440818,0.0019665689720405055,0.0,0.000516434866440818,,-0.0033604787989878204,,,0.0008166599065564384,0.0,0.0011212808199339008,0.0021274331523581935,0.0027739268827247088,0.00421941554270866,0.002361599341153209,0.0012646300951573153,359.3736263736264,,1.0033718796294255,-2.7,4.8299108612206325,10.370768729268756,0.1,22.54879,4.1,,,,-0.02772454801485491,-0.012436304752556415,-0.036859622719559226,-0.007118987661140608,-0.0035873687878407168,-0.0034693260727145514,,,,,,,-0.023004576680713207,0.0,0.43676769999999987,0.2600000000000007,,,,0.15262626262626,,,1.6120454999999998,1.6500000000000004,,,,2.6281818181818197,,,-0.009929650919940691,,,,,0.0020416204206110677,0.0009994639335610955,-0.003235346159021546,0.09051622523530245,0.0054152227513046824,40.0,-0.002547772078798083,-0.002144772323504185,0.007966387119570761,-0.00270270434788511,-1.1892183096051667e-06,-0.0009592012907742031,-0.007620675491937234,-0.004780405623834305,-0.0037290285598672313,-0.0012682309879954445,9.423921545348435e-07,-0.0034042586068014913,-0.0013215551599765618,0.0018161170963431061,0.0013906695675487413,8.659479490624733e-05,4.2
2000-06-30,0.0025295205214526106,0.0029956992330539833,-0.013395373569719204,-0.013395373569719204,-0.02922467026234976,-0.02922467026234976,-0.18449783621654792,-0.18449783621654792,-0.18449783621654792,-0.00853793873803621,-0.06678048120401048,-0.03167134383765102,-0.03167134383765102,-0.03167134383765102,-0.028309675158928016,-0.08044538164769666,-0.08044538164769666,10.1,0.2637362637362628,1000.0,0.0005295505132719841,0.0004997756771984996,0.0009818361122571062,0.0,0.0004997756771984996,,-0.008581511511165374,,,0.0008159935173290833,-0.0009402915596421479,0.0010851104709033166,0.002058806276476588,-0.0027739268827247088,-0.005277057100843585,0.0022854187172454132,0.0012238355759599528,345.0,,1.00503018108652,-2.1,4.824858173713608,10.309385900115851,-0.5,0.23127,5.3,,,,0.12799400117852988,0.253088300734523,0.016029155704949005,-0.0018699369544243893,0.0010574377580354621,-0.01424433560140237,,,,,,,-0.0007674423481764947,0.5,0.13968179999999997,0.0,,,,-0.18681818181817977,,,1.385060633333333,1.2833333333333337,,,,2.0746969696969733,,,0.018167683779283017,,,,,-0.0005053054437906823,-0.001009554618547348,-0.00319431751304311,-0.020608756456486965,0.003136588759805825,49.3,0.008905072574264317,-1.151246772579384e-06,0.02380886139480065,0.001348617871292923,-1.1918162741153537e-06,0.0019074835454713224,0.008896975138935836,0.005978721269846332,0.009936373134201482,0.00633153294454214,-9.423921545348435e-07,0.0025513800902841055,-0.0038935805191320227,-0.0018161170963431061,-0.0013906695675487413,-8.659479490624733e-05,-3.999999999999999
2000-07-31,0.0028927199467148057,-0.0006697309981333888,0.0010367203081935727,0.0010367203081935727,0.024605819325550726,0.024605819325550726,-0.05075287333727729,-0.05075287333727729,-0.05075287333727729,-0.009693129205659012,-0.030857988359905164,0.02445109586416372,0.02445109586416372,0.02445109586416372,0.019778122342922977,0.07171171496721485,0.07171171496721485,12.3,0.20217391304348098,4000.0,0.001369465037066725,0.0009489947782448382,0.0019607849419402967,-0.09999999999999964,0.0009489947782448382,,-0.005762195094797029,,,0.002443993069878303,0.0,0.0016546383375661833,0.0010267438066176027,-0.0009263548601312621,0.0,0.0005814609238212753,-0.0005857737844348065,353.5923913043478,,1.0060471524800985,-1.3,4.827892848741136,10.334912762313824,0.4,5.35861,5.3,,,,-0.11999395851145334,-0.19315639389086475,-0.006782955875925367,0.0004626582001119317,-0.0019020874802428978,-0.011219447874376343,,,,,,,-0.011712929076602485,,0.0811774999999999,0.3199999999999994,,,,0.07482683982683991,,,1.3329047999999997,1.4699999999999998,,,,2.01619047619048,,,-0.003538614502364368,,,,,-2.531060633970128e-06,-4.008020048296146e-06,0.003171802495526066,-0.061432739847521844,0.009458168806038003,43.3,-0.002562229526914983,-0.0021540070823418134,-0.021166519938002892,-1.8163209141164316e-06,-1.1944227624738346e-06,-0.0009592291721816082,0.0075422168568657355,0.003563598114232569,-0.002501348980016971,-2.5507926589618535e-05,0.0019779746070067716,0.0008528785165173858,-0.0038935805191320227,-0.09267035250459088,-0.0671923022388139,-0.002026729407746508,1.799999999999999
2000-08-31,0.0028927199467148057,-0.000669730998129836,0.004136476226209496,0.004136476226209496,0.005770267714516386,0.005770267714516386,-0.015841915465664158,-0.015841915465664158,-0.015841915465664158,0.017167803622365696,-0.05715841383994924,0.008418570465596353,0.008418570465596353,0.008418570465596353,0.009744339559876636,-0.03168575735949197,-0.03168575735949197,12.5,0.20217391304346677,-2000.0,-0.00036435757984480677,0.0009489947782448382,0.0,0.0,0.0009489947782448382,,-0.008971036418186529,,,0.0024380345274304105,-0.0018832397279648916,0.0016546383375626306,0.001026743806619379,-0.0027842245364047002,0.0010576415581349252,0.0005814609238221635,-0.0005857737844330302,362.1847826086956,,1.0070641238736768,-1.1,4.825870755651161,10.309419218455934,1.7,8.68072,4.2,,,,0.027506645789833417,-0.022538516603313075,-0.007831440946182155,0.0018536432578759587,-0.00669038622546303,-0.0030422872945869983,,,,,,,-0.004173211056619053,,0.1941822000000002,0.0,,,,-0.05575569358178001,,,1.5270869999999999,1.4699999999999998,,,,1.9604347826086999,,,-0.014861168616477904,,,,,-0.0015417740935523838,-3.992019951937209e-06,-0.002123105128770675,0.04819196772916179,-4.9906486959905294e-05,40.7,-0.006323517321909833,-1.0450782908399958e-05,-0.00523047437018942,-0.0013468015503788067,-0.001097087558447285,-3.6769876645692534e-06,-0.01386915306821912,-0.008334066157820175,-0.007411991188634559,-0.008813758239491598,8.881784197001252e-16,-0.0017079423451562548,-0.005250833299865754,0.0,0.0,0.0,1.9000000000000004
2000-09-30,0.0027994064000473884,-0.0006481267723863482,-0.011416817116429279,-0.011416817116429279,0.0011500925417236019,0.0011500925417236019,0.26267129548003876,0.26267129548003876,0.26267129548003876,-0.001064396055786787,0.16890872759654663,-0.0011983224921090496,-0.0011983224921090496,-0.0011983224921090496,0.001211317673673662,0.04907747372392279,0.04907747372392279,8.5,0.19565217391304657,2000.0,0.0010134768141386585,0.0009183820434621737,-0.0009799118863487166,0.0,0.0009183820434621737,,-0.01280358915065083,,,-0.000812017909011864,-0.000942951507870049,0.0016012629073216544,0.000993623038661795,-0.002791998091031367,-0.0010576415581349252,0.0005627041198268401,-0.0005668778559044796,370.5,,1.00804828973843,0.2,4.816719584113202,10.227417172661774,0.6,11.0554,3.4,,,,0.14748398846906863,0.23822976928464412,0.011957419003870484,0.0032485811129170372,0.010513616564459483,-0.004850598888390678,,,,,,,-0.020180604475315,,0.07572250000000036,0.04999999999999982,,,,0.052898550724629345,,,1.3528095000000002,1.2699999999999996,,,,1.7633333333333292,,,-0.011321976793383648,,,,,0.0015383170764478038,-3.97611547509058e-06,0.002096399620423739,0.027612300483121466,0.00458400416487148,45.9,0.005056892706717164,0.010777072446940927,0.014354480735006447,0.0,0.0043811627596372915,-3.6911299385877783e-06,-0.0037966050573814414,-5.668950308290732e-06,0.002467605343170476,0.007551928419069043,-6.471762489379529e-05,0.0008528760254229439,0.005199635527981528,0.0012318335359458032,0.0008216843616883907,-1.842304643329129e-05,-3.6999999999999993
2000-10-31,0.0017075878861305682,-0.0024297152519068277,0.007280340890219783,0.007280340890219783,-0.003454253386164119,-0.003454253386164119,-0.0077041983529921865,-0.0077041983529921865,-0.0077041983529921865,-0.0064102783609198966,-0.0389659685333843,0.0,0.0,0.0,-0.003638484971809852,0.08709125546854768,0.08709125546854768,9.9,0.2358695652173992,4000.0,0.0019251015190254184,0.001332022363765617,0.0,-0.10000000000000053,0.001332022363765617,,-0.010253732579515784,,,0.0024340782808796035,0.0,0.0019415725992217858,-0.0013147936076585154,0.0,-0.0031796529173799826,-0.0005814609238212753,0.0005857737844348065,370.7358695652174,,1.008387280202955,1.4,4.714645026193076,10.160259284830321,1.5,7.58183,3.0,,,,-0.10945659287982945,-0.22092770152622188,0.009681608253197638,0.0017577936432129349,-0.011525446524910166,0.0006990651549543259,,,,,,,-0.054547642030790655,,0.18846320000000016,0.0,,,,-0.05619047619046924,,,1.3315952806451619,1.060322580645161,,,,1.4974654377880214,,,-0.005296310856336639,,,,,-0.0010123619106305881,-0.0009975023647328385,-0.002109668217745053,-0.0606050561461684,-0.014709954851588769,46.5,-0.0037918704001302928,-0.0053954536299150035,-0.01693654610161044,0.0013449901153332888,-0.001097087558447285,0.0009601501423484038,0.005042544578071961,0.0011897613626690173,-0.0012430006002386307,-0.006291688806781437,0.0004079007407282731,0.0017101326394666216,0.002626386537757597,0.0676922455472484,0.0389237644268734,0.002190556688582923,-2.200000000000001
