observation_date,DEUPRMNCG02IXOBM
2005-02-01,98.2081840153346
2005-03-01,106.0088340695060
2005-04-01,105.9088257354780
2005-05-01,89.4074506208851
2005-06-01,109.1090924243690
2005-07-01,89.2074339528294
2005-08-01,83.9069922493541
2005-09-01,114.2095174597880
2005-10-01,106.1088424035340
2005-11-01,117.4097841486790
2005-12-01,97.7081423451954
2006-01-01,101.5084590382530
2006-02-01,100.8084007000580
2006-03-01,118.7098924910410
2006-04-01,98.1081756813068
2006-05-01,109.0090840903410
2006-06-01,104.6087173931160
2006-07-01,95.9079923326944
2006-08-01,96.1080090007500
2006-09-01,120.3100258354860
2006-10-01,119.0099174931240
2006-11-01,126.9105758813230
2006-12-01,106.2088507375610
2007-01-01,107.7089757479790
2007-02-01,108.9090757563130
2007-03-01,121.5101258438200
2007-04-01,100.2083506958910
2007-05-01,104.5087090590880
2007-06-01,106.5088757396450
2007-07-01,101.1084257021420
2007-08-01,97.1080923410284
2007-09-01,115.8096508042340
2007-10-01,125.2104342028500
2007-11-01,124.0103341945160
2007-12-01,95.6079673306108
2008-01-01,106.8089007417280
2008-02-01,112.0093341111760
2008-03-01,104.5087090590880
2008-04-01,119.7099758313190
2008-05-01,95.5079589965830
2008-06-01,110.3091924327030
2008-07-01,99.7083090257521
2008-08-01,85.6071339278273
2008-09-01,120.0100008334030
2008-10-01,116.9097424785400
2008-11-01,107.8089840820070
2008-12-01,84.9070755896324
2009-01-01,83.2069339111592
2009-02-01,84.6070505875489
2009-03-01,95.6079673306108
2009-04-01,84.9070755896324
2009-05-01,80.8067338944912
2009-06-01,84.3070255854654
2009-07-01,84.0070005833819
2009-08-01,71.2059338278190
2009-09-01,103.1085923826990
2009-10-01,102.1085090424200
2009-11-01,103.8086507208930
2009-12-01,84.8070672556046
2010-01-01,83.9069922493541
2010-02-01,91.3076089674139
2010-03-01,106.8089007417280
2010-04-01,92.4077006417201
2010-05-01,89.8074839569964
2010-06-01,100.8084007000580
2010-07-01,90.2075172931077
2010-08-01,84.2070172514376
2010-09-01,111.6093007750650
2010-10-01,108.5090424202020
2010-11-01,111.8093174431200
2010-12-01,92.0076673056088
2011-01-01,92.2076839736644
2011-02-01,100.5083756979750
2011-03-01,116.1096758063170
2011-04-01,96.7080590049171
2011-05-01,108.5090424202020
2011-06-01,90.6075506292191
2011-07-01,96.3080256688057
2011-08-01,88.2073506125510
2011-09-01,115.4096174681220
2011-10-01,106.0088340695060
2011-11-01,114.3095257938160
2011-12-01,92.2076839736644
2012-01-01,96.6080506708892
2012-02-01,100.4083673639470
2012-03-01,108.9090757563130
2012-04-01,91.5076256354696
2012-05-01,97.0080840070006
2012-06-01,97.1080923410284
2012-07-01,93.9078256521376
2012-08-01,88.6073839486624
2012-09-01,102.5085423785320
2012-10-01,106.7088924077010
2012-11-01,105.6088007333940
2012-12-01,80.7067255604634
2013-01-01,93.9078256521376
2013-02-01,94.3078589882490
2013-03-01,99.1082590215851
2013-04-01,100.1083423618630
2013-05-01,87.1072589382448
2013-06-01,99.8083173597800
2013-07-01,97.8081506792232
2013-08-01,81.9068255687974
2013-09-01,108.7090590882570
2013-10-01,106.4088674056170
2013-11-01,105.2087673972830
2013-12-01,84.8070672556046
2014-01-01,92.5077089757480
2014-02-01,98.6082173514459
2014-03-01,104.0086673889490
2014-04-01,96.0080006667222
2014-05-01,92.7077256438036
2014-06-01,93.6078006500541
2014-07-01,97.8081506792232
2014-08-01,76.5063755312942
2014-09-01,110.2091840986750
2014-10-01,107.4089507458950
2014-11-01,103.9086590549210
2014-12-01,90.7075589632469
2015-01-01,89.7074756229686
2015-02-01,99.1082590215851
2015-03-01,111.4092841070090
2015-04-01,99.8083173597800
2015-05-01,88.9074089507459
2015-06-01,103.7086423868660
2015-07-01,98.1081756813068
2015-08-01,84.3070255854654
2015-09-01,112.4093674472870
2015-10-01,109.8091507625640
2015-11-01,110.8092341028420
2015-12-01,91.9076589715809
2016-01-01,89.2074339528294
2016-02-01,105.9088257354780
2016-03-01,108.0090007500620
2016-04-01,107.3089424118680
2016-05-01,92.1076756396366
2016-06-01,115.5096258021500
2016-07-01,91.2076006333861
2016-08-01,95.0079173264439
2016-09-01,115.8096508042340
2016-10-01,104.0086673889490
2016-11-01,114.9095757979830
2016-12-01,98.3081923493624
2017-01-01,101.2084340361700
2017-02-01,103.5086257188100
2017-03-01,122.1101758479870
2017-04-01,96.8080673389449
2017-05-01,109.6091340945080
2017-06-01,107.4089507458950
2017-07-01,96.0080006667222
2017-08-01,102.1085090424200
2017-09-01,116.6097174764560
2017-10-01,106.9089090757560
2017-11-01,120.4100341695140
2017-12-01,96.6080506708892
2018-01-01,106.2088507375610
2018-02-01,104.4087007250600
2018-03-01,115.1095924660390
2018-04-01,103.9086590549210
2018-05-01,100.6083840320030
2018-06-01,113.3094424535380
2018-07-01,97.6081340111676
2018-08-01,98.7082256854738
2018-09-01,111.1092591049250
2018-10-01,114.7095591299270
2018-11-01,114.6095507959000
2018-12-01,90.6075506292191
2019-01-01,104.9087423952000
2019-02-01,105.9088257354780
2019-03-01,113.2094341195100
2019-04-01,101.6084673722810
2019-05-01,107.9089924160350
2019-06-01,96.5080423368614
2019-07-01,103.6086340528380
2019-08-01,95.0079173264439
2019-09-01,115.0095841320110
2019-10-01,116.5097091424280
2019-11-01,113.5094591215930
2019-12-01,94.8079006583882
2020-01-01,101.1084257021420
2020-02-01,102.4085340445040
2020-03-01,103.8086507208930
2020-04-01,71.0059171597633
2020-05-01,82.4068672389366
2020-06-01,96.7080590049171
2020-07-01,96.4080340028336
2020-08-01,87.5072922743562
2020-09-01,112.5093757813150
2020-10-01,112.1093424452040
2020-11-01,115.4096174681220
2020-12-01,98.0081673472789
2021-01-01,88.8074006167180
2021-02-01,99.4082840236686
2021-03-01,115.1095924660390
2021-04-01,102.5085423785320
2021-05-01,96.9080756729728
2021-06-01,111.3092757729810
2021-07-01,101.5084590382530
2021-08-01,91.6076339694974
2021-09-01,114.8095674639550
2021-10-01,111.2092674389530
2021-11-01,117.1097591465960
2021-12-01,102.6085507125590
2022-01-01,94.1078423201933
2022-02-01,105.6088007333940
2022-03-01,117.8098174847900
2022-04-01,101.0084173681140
2022-05-01,108.8090674222850
2022-06-01,105.7088090674220
2022-07-01,95.3079423285274
