observation_date,PITGCG01DEM661N
2010-06-01,93.1884328358209
2010-07-01,93.0956156716418
2010-08-01,93.2812500000000
2010-09-01,93.3740671641791
2010-10-01,93.2812500000000
2010-11-01,93.5597014925373
2010-12-01,94.0237873134328
2011-01-01,94.3950559701493
2011-02-01,94.6735074626866
2011-03-01,94.9519589552239
2011-04-01,95.4160447761194
2011-05-01,95.6944962686567
2011-06-01,95.8801305970149
2011-07-01,96.1585820895522
2011-08-01,96.1585820895522
2011-09-01,96.3442164179104
2011-10-01,96.5298507462686
2011-11-01,96.8083022388060
2011-12-01,96.9939365671642
2012-01-01,97.2723880597015
2012-02-01,97.6436567164179
2012-03-01,97.7364738805970
2012-04-01,98.0149253731343
2012-05-01,97.8292910447761
2012-06-01,97.8292910447761
2012-07-01,98.0149253731343
2012-08-01,98.4790111940298
2012-09-01,98.7574626865672
2012-10-01,98.9430970149254
2012-11-01,99.1287313432836
2012-12-01,99.1287313432836
2013-01-01,99.1287313432836
2013-02-01,99.1287313432836
2013-03-01,99.2215485074627
2013-04-01,99.3143656716418
2013-05-01,99.5000000000000
2013-06-01,99.5928171641791
2013-07-01,99.8712686567164
2013-08-01,99.9640858208955
2013-09-01,100.0569029850750
2013-10-01,99.9640858208955
2013-11-01,99.8712686567164
2013-12-01,99.8712686567164
2014-01-01,100.1497201492540
2014-02-01,100.2425373134330
2014-03-01,100.2425373134330
2014-04-01,100.4281716417910
2014-05-01,100.3353544776120
2014-06-01,100.5209888059700
2014-07-01,100.6138059701490
2014-08-01,100.5209888059700
2014-09-01,100.2425373134330
2014-10-01,99.8712686567164
2014-11-01,99.5928171641791
2014-12-01,99.3143656716418
2015-01-01,99.5000000000000
2015-02-01,99.8000000000000
2015-03-01,100.3000000000000
2015-04-01,100.4000000000000
2015-05-01,100.2000000000000
2015-06-01,100.2000000000000
2015-07-01,100.1000000000000
2015-08-01,99.9000000000000
2015-09-01,100.0000000000000
2015-10-01,99.9000000000000
2015-11-01,100.0000000000000
2015-12-01,99.8000000000000
2016-01-01,99.8000000000000
2016-02-01,99.7000000000000
2016-03-01,99.6000000000000
2016-04-01,99.6000000000000
2016-05-01,99.8000000000000
2016-06-01,100.0000000000000
2016-07-01,100.3000000000000
2016-08-01,100.5000000000000
2016-09-01,100.7000000000000
2016-10-01,101.0000000000000
2016-11-01,101.2000000000000
2016-12-01,101.7000000000000
2017-01-01,101.8000000000000
2017-02-01,101.9000000000000
2017-03-01,101.9000000000000
2017-04-01,102.3000000000000
2017-05-01,102.5000000000000
2017-06-01,102.7000000000000
2017-07-01,102.9000000000000
2017-08-01,102.9000000000000
2017-09-01,102.9000000000000
2017-10-01,102.7000000000000
2017-11-01,102.4000000000000
2017-12-01,102.3000000000000
2018-01-01,102.1000000000000
2018-02-01,101.9000000000000
2018-03-01,102.2000000000000
2018-04-01,102.2000000000000
2018-05-01,102.4000000000000
2018-06-01,102.6000000000000
2018-07-01,102.5000000000000
2018-08-01,102.6000000000000
2018-09-01,102.7000000000000
2018-10-01,102.6000000000000
2018-11-01,102.5000000000000
2018-12-01,102.5000000000000
2019-01-01,102.6000000000000
2019-02-01,102.7000000000000
2019-03-01,102.8000000000000
2019-04-01,103.5000000000000
2019-05-01,103.7000000000000
2019-06-01,103.9000000000000
2019-07-01,104.0000000000000
2019-08-01,104.0000000000000
2019-09-01,104.3000000000000
2019-10-01,104.3000000000000
2019-11-01,104.6000000000000
2019-12-01,105.0000000000000
2020-01-01,105.3000000000000
2020-02-01,105.5000000000000
2020-03-01,105.5000000000000
2020-04-01,105.3000000000000
2020-05-01,104.6000000000000
2020-06-01,104.4000000000000
2020-07-01,104.4000000000000
2020-08-01,104.3000000000000
2020-09-01,104.2000000000000
2020-10-01,104.2000000000000
2020-11-01,104.2000000000000
2020-12-01,104.0000000000000
2021-01-01,104.1000000000000
2021-02-01,104.3000000000000
2021-03-01,105.0000000000000
2021-04-01,105.4000000000000
2021-05-01,105.6000000000000
2021-06-01,106.1000000000000
2021-07-01,106.4000000000000
2021-08-01,106.6000000000000
2021-09-01,106.8000000000000
2021-10-01,107.5000000000000
2021-11-01,108.2000000000000
2021-12-01,108.8000000000000
2022-01-01,111.2000000000000
2022-02-01,112.1000000000000
2022-03-01,114.7000000000000
2022-04-01,117.6000000000000
2022-05-01,118.5000000000000
2022-06-01,119.3000000000000
2022-07-01,120.7000000000000
2022-08-01,121.6000000000000
2022-09-01,122.6000000000000
2022-10-01,123.5000000000000
2022-11-01,123.6000000000000
2022-12-01,123.7000000000000
