observation_date,DEUODMNTO01IXOBSAM
1994-11-01,62.3812147159562
1994-12-01,64.8661806867842
1995-01-01,60.1533141903864
1995-02-01,61.3529529349240
1995-03-01,61.4386414166767
1995-04-01,60.4960681173971
1995-05-01,61.6957068619348
1995-06-01,59.5534948181176
1995-07-01,61.4386414166767
1995-08-01,58.6109215188380
1995-09-01,60.7531335626552
1995-10-01,58.0967906283219
1995-11-01,59.4678063363649
1995-12-01,60.2390026721391
1996-01-01,58.7822984823434
1996-02-01,58.0967906283219
1996-03-01,60.3246911538918
1996-04-01,59.8962487451284
1996-05-01,60.0676257086337
1996-06-01,61.1815759714186
1996-07-01,60.8388220444079
1996-08-01,61.0958874896659
1996-09-01,60.9245105261606
1996-10-01,61.7813953436874
1996-11-01,61.3529529349240
1996-12-01,61.0958874896659
1997-01-01,61.9527723071928
1997-02-01,62.1241492706982
1997-03-01,64.2663613145154
1997-04-01,64.8661806867842
1997-05-01,63.8379189057519
1997-06-01,64.9518691685369
1997-07-01,64.9518691685369
1997-08-01,65.4660000590530
1997-09-01,66.9227042488487
1997-10-01,66.4085733583326
1997-11-01,65.8944424678164
1997-12-01,67.1797696941068
1998-01-01,67.9509660298809
1998-02-01,67.3511466576121
1998-03-01,68.7221623656551
1998-04-01,68.5507854021497
1998-05-01,67.6082121028702
1998-06-01,67.6082121028702
1998-07-01,67.7795890663756
1998-08-01,65.7230655043111
1998-09-01,67.6939005846229
1998-10-01,65.2089346137949
1998-11-01,64.6091152415261
1998-12-01,66.4942618400852
1999-01-01,65.5516885408057
1999-02-01,65.6373770225584
1999-03-01,65.9801309495691
1999-04-01,66.4942618400852
1999-05-01,66.8370157670960
1999-06-01,68.8935393291605
1999-07-01,69.3219817379239
1999-08-01,72.4067670810206
1999-09-01,71.2928168182357
1999-10-01,71.8069477087518
1999-11-01,72.7495210080314
1999-12-01,73.0922749350422
2000-01-01,70.3502435189562
2000-02-01,74.5489791248378
2000-03-01,76.2627487598916
2000-04-01,76.9482566139131
2000-05-01,77.2053220591712
2000-06-01,78.8334032124722
2000-07-01,78.8334032124722
2000-08-01,79.1761571394830
2000-09-01,78.8334032124722
2000-10-01,79.0047801759776
2000-11-01,79.2618456212356
2000-12-01,80.5471728475259
2001-01-01,77.8051414314400
2001-02-01,78.2335838402034
2001-03-01,77.5480759861819
2001-04-01,74.8917330518486
2001-05-01,77.2910105409238
2001-06-01,77.4623875044292
2001-07-01,75.0631100153540
2001-08-01,75.9199948328808
2001-09-01,73.3493403803002
2001-10-01,72.4924555627734
2001-11-01,72.4924555627734
2001-12-01,75.7486178693755
2002-01-01,74.2062251978271
2002-02-01,73.7777827890636
2002-03-01,75.2344869788594
2002-04-01,75.4915524241174
2002-05-01,77.5480759861819
2002-06-01,76.8625681321604
2002-07-01,75.7486178693755
2002-08-01,77.3766990226765
2002-09-01,76.2627487598916
2002-10-01,75.9199948328808
2002-11-01,77.1196335774184
2002-12-01,74.4632906430852
2003-01-01,76.6055026869024
2003-02-01,76.4341257233970
2003-03-01,74.8060445700959
2003-04-01,74.9774215336013
2003-05-01,73.2636518985475
2003-06-01,76.0913717963862
2003-07-01,75.2344869788594
2003-08-01,75.4915524241174
2003-09-01,77.0339450956658
2003-10-01,77.9765183949453
2003-11-01,78.3192723219561
2003-12-01,80.2044189205152
2004-01-01,78.4049608037088
2004-02-01,79.0904686577302
2004-03-01,80.2901074022679
2004-04-01,81.3183691833001
2004-05-01,81.6611231103109
2004-06-01,80.8042382927840
2004-07-01,81.6611231103109
2004-08-01,80.1187304387625
2004-09-01,81.5754346285582
2004-10-01,81.0613037380421
2004-11-01,79.6045995482464
2004-12-01,84.8315969351603
2005-01-01,82.6036964095904
2005-02-01,81.0605504327080
2005-03-01,82.6944697023482
2005-04-01,81.9682833602859
2005-05-01,82.4221498240749
2005-06-01,85.1453486068086
2005-07-01,87.0515877547222
2005-08-01,85.0545753140508
2005-09-01,87.7777740967846
2005-10-01,88.9578269026358
2005-11-01,90.1378797084871
2005-12-01,89.6840132446982
2006-01-01,90.4101995867605
2006-02-01,90.7732927577917
2006-03-01,89.9563331229716
2006-04-01,92.3164387346742
2006-05-01,92.6795319057053
2006-06-01,91.3179325143384
2006-07-01,93.8595847115566
2006-08-01,96.9458766653215
2006-09-01,95.3119573956813
2006-10-01,94.9488642246501
2006-11-01,95.3119573956813
2006-12-01,96.0381437377436
2007-01-01,97.2181965435949
2007-02-01,100.1229419118440
2007-03-01,100.1229419118440
2007-04-01,98.9428891059930
2007-05-01,102.1199543525160
2007-06-01,105.7508860628270
2007-07-01,101.0306748394220
2007-08-01,101.5753145959690
2007-09-01,101.5753145959690
2007-10-01,106.1139792338580
2007-11-01,108.0202183817720
2007-12-01,107.0217121614360
2008-01-01,104.4800599642180
2008-02-01,104.7523798424920
2008-03-01,102.9369139873360
2008-04-01,103.5723270366400
2008-05-01,100.9399015466640
2008-06-01,97.3997431291105
2008-07-01,96.7643300798059
2008-08-01,98.6705692277196
2008-09-01,92.0441188564008
2008-10-01,86.0530815343865
2008-11-01,79.7897243340989
2008-12-01,74.4341000613892
2009-01-01,68.7153826176483
2009-02-01,66.7183701769769
2009-03-01,69.3507956669529
2009-04-01,68.9877024959217
2009-05-01,71.5293546931398
2009-06-01,74.4341000613892
2009-07-01,77.3388454296385
2009-08-01,78.0650317717009
2009-09-01,80.7882305544346
2009-10-01,78.7004448210054
2009-11-01,81.0605504327080
2009-12-01,79.6989510413411
2010-01-01,82.6791381326207
2010-02-01,82.8795724068816
2010-03-01,86.7880407549691
2010-04-01,89.3936863203608
2010-05-01,89.7945548688826
2010-06-01,91.7988976114916
2010-07-01,91.0973776515784
2010-08-01,93.5025889427092
2010-09-01,92.1997661600134
2010-10-01,92.6006347085352
2010-11-01,97.5112744279272
2010-12-01,94.4045431768832
2011-01-01,98.6136629363621
2011-02-01,99.8162685819275
2011-03-01,96.5091030566227
2011-04-01,98.0123601135794
2011-05-01,101.1190913646230
2011-06-01,100.5177885418410
2011-07-01,98.4132286621012
2011-08-01,98.0123601135794
2011-09-01,94.4045431768832
2011-10-01,95.9078002338400
2011-11-01,92.7008518456656
2011-12-01,94.5047603140137
2012-01-01,93.2019375313179
2012-02-01,94.0036746283614
2012-03-01,96.1082345081009
2012-04-01,94.0036746283614
2012-05-01,95.5069316853182
2012-06-01,93.0015032570570
2012-07-01,93.8032403541006
2012-08-01,93.7030232169701
2012-09-01,91.4982462001002
2012-10-01,94.6049774511441
2012-11-01,91.8991147486220
2012-12-01,92.5004175714047
2013-01-01,92.4002004342742
2013-02-01,94.3043260397528
2013-03-01,96.1082345081009
2013-04-01,93.5025889427092
2013-05-01,93.9034574912310
2013-06-01,98.1125772507099
2013-07-01,95.8075830967095
2013-08-01,96.6093201937531
2013-09-01,99.2149657591448
2013-10-01,97.9121429764490
2013-11-01,99.0145314848839
2013-12-01,97.9121429764490
2014-01-01,99.7160514447971
2014-02-01,99.7160514447971
2014-03-01,97.5112744279272
2014-04-01,99.8162685819275
2014-05-01,96.3086687823618
2014-06-01,96.1082345081009
2014-07-01,102.5221312844500
2014-08-01,97.3108401536663
2014-09-01,98.7138800734926
2014-10-01,100.8184399532320
2014-11-01,98.5134457992316
2014-12-01,101.8206113245360
2015-01-01,100.3173542675800
2015-02-01,98.9143143477535
2015-03-01,99.6158343076666
2015-04-01,101.3195256388840
2015-05-01,100.2171371304490
2015-06-01,103.0232169701020
2015-07-01,101.9208284616670
2015-08-01,99.6158343076666
2015-09-01,98.3130115249708
2015-10-01,98.7138800734926
2015-11-01,99.9164857190580
2015-12-01,98.1125772507099
2016-01-01,100.5177885418410
2016-02-01,99.8162685819275
2016-03-01,101.6201770502760
2016-04-01,100.7182228161020
2016-05-01,100.4175714047100
2016-06-01,100.4175714047100
2016-07-01,101.1190913646230
2016-08-01,101.4197427760150
2016-09-01,100.6180056789710
2016-10-01,103.5243026557540
2016-11-01,101.6201770502760
2016-12-01,106.0297310840150
2017-01-01,100.9186570903620
2017-02-01,106.5308167696680
2017-03-01,105.3282111241020
2017-04-01,106.7312510439290
2017-05-01,104.9273425755800
2017-06-01,106.4305996325370
2017-07-01,106.2301653582760
2017-08-01,109.6375480207120
2017-09-01,110.2388508434940
2017-10-01,111.2410222147990
2017-11-01,110.9403708034070
2017-12-01,114.0471020544510
2018-01-01,109.0362451979290
2018-02-01,110.4392851177550
2018-03-01,108.4349423751460
2018-04-01,107.9338566894940
2018-05-01,109.6375480207120
2018-06-01,106.4305996325370
2018-07-01,106.4305996325370
2018-08-01,107.7334224152330
2018-09-01,107.9338566894940
2018-10-01,108.3347252380160
2018-11-01,107.0319024553200
2018-12-01,108.9360280607980
2019-01-01,105.0275597127110
2019-02-01,101.2193085017540
2019-03-01,102.6223484215800
2019-04-01,102.5221312844500
2019-05-01,100.4175714047100
2019-06-01,102.3216970101890
2019-07-01,101.8206113245360
2019-08-01,101.0188742274930
2019-09-01,103.0232169701020
2019-10-01,102.4219141473190
2019-11-01,100.8184399532320
2019-12-01,99.5156171705362
2020-01-01,105.2279939869720
2020-02-01,102.6223484215800
2020-03-01,86.5876064807082
2020-04-01,62.9363621179222
2020-05-01,70.7532988140972
2020-06-01,90.9971605144480
2020-07-01,95.4067145481877
2020-08-01,99.4154000334057
2020-09-01,102.5221312844500
2020-10-01,106.0297310840150
2020-11-01,108.2345081008850
2020-12-01,106.3303824954070
2021-01-01,105.7290796726240
2021-02-01,108.5351595122770
2021-03-01,111.9425421747120
2021-04-01,112.9447135460160
2021-05-01,109.2366794721900
2021-06-01,116.0514447970600
2021-07-01,120.9620845164520
2021-08-01,109.4371137464510
2021-09-01,113.4457992316690
2021-10-01,106.4305996325370
2021-11-01,110.4392851177550
2021-12-01,112.5438449974950
2022-01-01,116.6527476198430
2022-02-01,114.0471020544510
2022-03-01,107.5329881409720
2022-04-01,105.3282111241020
2022-05-01,105.9295139468850
2022-06-01,105.6288625354940
2022-07-01,107.7334224152330
2022-08-01,105.2279939869720
2022-09-01,102.8227826958410
2022-10-01,102.9229998329710
2022-11-01,100.0167028561880
2022-12-01,101.8206113245360
2023-01-01,102.4219141473190
2023-02-01,106.8314681810590
2023-03-01,95.4067145481877
2023-04-01,95.5069316853182
2023-05-01,101.4197427760150
2023-06-01,109.1364623350590
2023-07-01,96.7095373308836
2023-08-01,98.5134457992316
2023-09-01,99.2149657591448
2023-10-01,95.4067145481877
2023-11-01,95.7073659595791
