observation_date,PITGIG02DEM661N
2013-04-01,102.3401941747570
2013-05-01,102.1456310679610
2013-06-01,101.8537864077670
2013-07-01,101.4646601941750
2013-08-01,101.3673786407770
2013-09-01,101.2700970873790
2013-10-01,101.2700970873790
2013-11-01,101.0755339805830
2013-12-01,100.9782524271840
2014-01-01,101.0755339805830
2014-02-01,101.0755339805830
2014-03-01,100.9782524271840
2014-04-01,100.8809708737860
2014-05-01,100.9782524271840
2014-06-01,100.8809708737860
2014-07-01,100.9782524271840
2014-08-01,100.9782524271840
2014-09-01,100.9782524271840
2014-10-01,100.9782524271840
2014-11-01,100.8809708737860
2014-12-01,100.5891262135920
2015-01-01,100.2000000000000
2015-02-01,100.0000000000000
2015-03-01,100.1000000000000
2015-04-01,100.4000000000000
2015-05-01,100.5000000000000
2015-06-01,100.4000000000000
2015-07-01,100.5000000000000
2015-08-01,100.2000000000000
2015-09-01,99.8000000000000
2015-10-01,99.5000000000000
2015-11-01,99.3000000000000
2015-12-01,99.0000000000000
2016-01-01,98.7000000000000
2016-02-01,98.4000000000000
2016-03-01,98.3000000000000
2016-04-01,98.2000000000000
2016-05-01,98.5000000000000
2016-06-01,98.7000000000000
2016-07-01,98.8000000000000
2016-08-01,98.8000000000000
2016-09-01,98.7000000000000
2016-10-01,98.7000000000000
2016-11-01,99.2000000000000
2016-12-01,99.6000000000000
2017-01-01,100.3000000000000
2017-02-01,100.9000000000000
2017-03-01,101.4000000000000
2017-04-01,101.7000000000000
2017-05-01,101.7000000000000
2017-06-01,101.6000000000000
2017-07-01,101.7000000000000
2017-08-01,101.7000000000000
2017-09-01,101.9000000000000
2017-10-01,102.2000000000000
2017-11-01,102.3000000000000
2017-12-01,102.5000000000000
2018-01-01,103.3000000000000
2018-02-01,103.5000000000000
2018-03-01,103.7000000000000
2018-04-01,103.9000000000000
2018-05-01,104.3000000000000
2018-06-01,104.7000000000000
2018-07-01,104.7000000000000
2018-08-01,104.9000000000000
2018-09-01,104.9000000000000
2018-10-01,105.0000000000000
2018-11-01,105.1000000000000
2018-12-01,104.9000000000000
2019-01-01,105.2000000000000
2019-02-01,105.1000000000000
2019-03-01,105.3000000000000
2019-04-01,105.4000000000000
2019-05-01,105.2000000000000
2019-06-01,105.0000000000000
2019-07-01,104.8000000000000
2019-08-01,104.7000000000000
2019-09-01,104.6000000000000
2019-10-01,104.3000000000000
2019-11-01,104.0000000000000
2019-12-01,104.0000000000000
2020-01-01,104.3000000000000
2020-02-01,104.1000000000000
2020-03-01,103.8000000000000
2020-04-01,103.5000000000000
2020-05-01,103.1000000000000
2020-06-01,103.1000000000000
2020-07-01,103.1000000000000
2020-08-01,103.2000000000000
2020-09-01,103.4000000000000
2020-10-01,103.5000000000000
2020-11-01,103.8000000000000
2020-12-01,104.1000000000000
2021-01-01,105.4000000000000
2021-02-01,106.3000000000000
2021-03-01,107.6000000000000
2021-04-01,109.4000000000000
2021-05-01,111.7000000000000
2021-06-01,113.3000000000000
2021-07-01,115.9000000000000
2021-08-01,117.6000000000000
2021-09-01,118.5000000000000
2021-10-01,119.8000000000000
2021-11-01,121.0000000000000
2021-12-01,122.0000000000000
2022-01-01,125.9000000000000
2022-02-01,127.6000000000000
2022-03-01,131.4000000000000
2022-04-01,136.4000000000000
2022-05-01,138.9000000000000
2022-06-01,139.4000000000000
2022-07-01,139.5000000000000
2022-08-01,139.9000000000000
2022-09-01,140.3000000000000
2022-10-01,140.9000000000000
2022-11-01,140.2000000000000
2022-12-01,139.5000000000000
