observation_date,DEUPRMNIG01IXOBSAM
1971-02-01,58.3776225854383
1971-03-01,57.2650445765230
1971-04-01,58.5739598811293
1971-05-01,57.4613818722140
1971-06-01,57.9195022288261
1971-07-01,58.2467310549777
1971-08-01,57.0687072808321
1971-09-01,57.5922734026746
1971-10-01,57.7886106983655
1971-11-01,57.1341530460624
1971-12-01,58.1158395245171
1972-01-01,57.5268276374443
1972-02-01,58.9011887072808
1972-03-01,59.9483209509658
1972-04-01,59.9483209509658
1972-05-01,59.2938632986627
1972-06-01,60.0137667161961
1972-07-01,60.3409955423477
1972-08-01,60.5373328380386
1972-09-01,61.5190193164933
1972-10-01,61.7808023774146
1972-11-01,62.4352600297177
1972-12-01,64.7913075780089
1973-01-01,64.2677414561664
1973-02-01,65.0530906389302
1973-03-01,66.1656686478454
1973-04-01,65.1839821693908
1973-05-01,66.3620059435364
1973-06-01,65.8384398216939
1973-07-01,64.2022956909361
1973-08-01,67.2128008915304
1973-09-01,66.8855720653789
1973-10-01,67.1473551263001
1973-11-01,67.6054754829123
1973-12-01,65.5112109955423
1974-01-01,66.8201263001486
1974-02-01,66.6237890044576
1974-03-01,66.4274517087667
1974-04-01,67.0164635958395
1974-05-01,67.0164635958395
1974-06-01,66.4928974739970
1974-07-01,66.2311144130758
1974-08-01,65.7075482912333
1974-09-01,64.7258618127786
1974-10-01,64.3986329866270
1974-11-01,62.2389227340267
1974-12-01,58.8357429420505
1975-01-01,59.1629717682021
1975-02-01,57.4613818722140
1975-03-01,56.2833580980683
1975-04-01,55.3016716196137
1975-05-01,55.2362258543834
1975-06-01,55.3671173848440
1975-07-01,54.3854309063893
1975-08-01,55.1053343239227
1975-09-01,56.6760326894502
1975-10-01,57.9195022288261
1975-11-01,59.8828751857355
1975-12-01,59.0320802377414
1976-01-01,59.6210921248142
1976-02-01,61.2572362555720
1976-03-01,61.7153566121842
1976-04-01,62.5007057949480
1976-05-01,62.9588261515602
1976-06-01,63.1551634472511
1976-07-01,62.8933803863298
1976-08-01,63.2206092124814
1976-09-01,64.2022956909361
1976-10-01,63.6787295690936
1976-11-01,62.8279346210996
1976-12-01,63.0242719167905
1977-01-01,63.3515007429420
1977-02-01,63.2860549777117
1977-03-01,63.7441753343239
1977-04-01,62.6315973254086
1977-05-01,62.3698142644874
1977-06-01,63.2860549777117
1977-07-01,62.0425854383358
1977-08-01,61.8462481426448
1977-09-01,62.4352600297177
1977-10-01,62.2389227340267
1977-11-01,62.5661515601783
1977-12-01,64.1368499257058
1978-01-01,64.1368499257058
1978-02-01,63.0897176820208
1978-03-01,62.7624888558692
1978-04-01,63.6132838038633
1978-05-01,63.9405126300148
1978-06-01,63.4823922734027
1978-07-01,65.4457652303120
1978-08-01,65.3803194650817
1978-09-01,65.9693313521545
1978-10-01,66.2965601783061
1978-11-01,66.7546805349183
1978-12-01,68.3908246656761
1979-01-01,65.3148736998514
1979-02-01,67.6054754829123
1979-03-01,66.8201263001486
1979-04-01,69.3725111441308
1979-05-01,69.5688484398217
1979-06-01,70.2233060921248
1979-07-01,70.6814264487370
1979-08-01,71.2049925705795
1979-09-01,70.2887518573551
1979-10-01,69.8960772659732
1979-11-01,70.6159806835067
1979-12-01,72.5139078751857
1980-01-01,70.6814264487370
1980-02-01,71.7940044576523
1980-03-01,70.0269687964339
1980-04-01,67.2782466567608
1980-05-01,68.0635958395245
1980-06-01,66.6237890044576
1980-07-01,64.5949702823180
1980-08-01,65.6421025260030
1980-09-01,64.0714041604755
1980-10-01,64.1368499257058
1980-11-01,64.9221991084695
1980-12-01,64.2022956909361
1981-01-01,64.0714041604755
1981-02-01,65.1839821693908
1981-03-01,65.2494279346211
1981-04-01,64.1368499257058
1981-05-01,63.8750668647845
1981-06-01,62.4352600297177
1981-07-01,63.6132838038633
1981-08-01,65.1839821693908
1981-09-01,64.5295245170876
1981-10-01,64.5295245170876
1981-11-01,64.3331872213967
1981-12-01,62.5661515601783
1982-01-01,63.4169465081724
1982-02-01,62.2389227340267
1982-03-01,63.2860549777117
1982-04-01,63.3515007429420
1982-05-01,62.6970430906389
1982-06-01,61.9771396731055
1982-07-01,58.7048514115899
1982-08-01,59.2284175334324
1982-09-01,60.3409955423477
1982-10-01,58.4430683506686
1982-11-01,58.3776225854383
1982-12-01,58.9666344725111
1983-01-01,60.5373328380386
1983-02-01,60.0792124814264
1983-03-01,61.3226820208024
1983-04-01,61.9116939078752
1983-05-01,61.6499108469539
1983-06-01,63.6132838038633
1983-07-01,60.6027786032689
1983-08-01,62.0425854383358
1983-09-01,64.3331872213967
1983-10-01,64.3986329866270
1983-11-01,65.3148736998514
1983-12-01,65.7075482912333
1984-01-01,66.3620059435364
1984-02-01,67.2128008915304
1984-03-01,64.7258618127786
1984-04-01,64.7258618127786
1984-05-01,64.9876448736998
1984-06-01,63.1551634472511
1984-07-01,65.1185364041605
1984-08-01,63.6132838038633
1984-09-01,65.0530906389302
1984-10-01,65.4457652303120
1984-11-01,65.5766567607726
1984-12-01,65.9038855869242
1985-01-01,64.2022956909361
1985-02-01,64.9221991084695
1985-03-01,65.9693313521545
1985-04-01,65.3148736998514
1985-05-01,66.0347771173848
1985-06-01,66.5583432392273
1985-07-01,66.2311144130758
1985-08-01,66.3620059435364
1985-09-01,65.9693313521545
1985-10-01,65.7729940564636
1985-11-01,65.3803194650817
1985-12-01,64.2677414561664
1986-01-01,65.1185364041605
1986-02-01,65.1839821693908
1986-03-01,64.7913075780089
1986-04-01,65.4457652303120
1986-05-01,66.2311144130758
1986-06-01,65.5766567607726
1986-07-01,65.7075482912333
1986-08-01,65.6421025260030
1986-09-01,65.0530906389302
1986-10-01,64.4640787518574
1986-11-01,64.9876448736998
1986-12-01,64.5295245170876
1987-01-01,62.7624888558692
1987-02-01,64.4640787518574
1987-03-01,62.8279346210996
1987-04-01,65.3148736998514
1987-05-01,66.4928974739970
1987-06-01,65.2494279346211
1987-07-01,66.0347771173848
1987-08-01,66.7546805349183
1987-09-01,65.1185364041605
1987-10-01,66.3620059435364
1987-11-01,66.8855720653789
1987-12-01,67.6709212481426
1988-01-01,67.9981500742942
1988-02-01,68.7834992570579
1988-03-01,66.6892347696880
1988-04-01,68.0635958395245
1988-05-01,68.8489450222882
1988-06-01,69.2416196136701
1988-07-01,69.8306315007429
1988-08-01,70.8123179791976
1988-09-01,70.1578603268945
1988-10-01,71.2049925705795
1988-11-01,70.6159806835067
1988-12-01,73.5610401188707
1989-01-01,70.6814264487370
1989-02-01,70.5505349182764
1989-03-01,70.2233060921248
1989-04-01,70.6814264487370
1989-05-01,69.4379569093610
1989-06-01,71.1395468053492
1989-07-01,70.5505349182764
1989-08-01,71.5322213967310
1989-09-01,71.2704383358098
1989-10-01,71.9903417533432
1989-11-01,71.5322213967310
1989-12-01,73.1029197622585
1990-01-01,72.3830163447251
1990-02-01,72.7102451708766
1990-03-01,72.5793536404160
1990-04-01,71.2704383358098
1990-05-01,72.1212332838038
1990-06-01,71.4667756315007
1990-07-01,71.9248959881129
1990-08-01,72.3830163447251
1990-09-01,73.0374739970282
1990-10-01,73.5610401188707
1990-11-01,73.8228231797920
1990-12-01,73.2338112927192
1991-01-01,74.8000000000000
1991-02-01,73.8000000000000
1991-03-01,73.4000000000000
1991-04-01,73.1000000000000
1991-05-01,72.3000000000000
1991-06-01,74.6000000000000
1991-07-01,73.2000000000000
1991-08-01,71.8000000000000
1991-09-01,72.1000000000000
1991-10-01,73.0000000000000
1991-11-01,74.0000000000000
1991-12-01,74.8000000000000
1992-01-01,75.3000000000000
1992-02-01,76.1000000000000
1992-03-01,74.7000000000000
1992-04-01,74.1000000000000
1992-05-01,73.9000000000000
1992-06-01,72.6000000000000
1992-07-01,71.8000000000000
1992-08-01,71.8000000000000
1992-09-01,70.5000000000000
1992-10-01,70.0000000000000
1992-11-01,69.8000000000000
1992-12-01,69.1000000000000
1993-01-01,68.3000000000000
1993-02-01,67.5000000000000
1993-03-01,67.3000000000000
1993-04-01,67.2000000000000
1993-05-01,66.4000000000000
1993-06-01,66.9000000000000
1993-07-01,66.1000000000000
1993-08-01,67.8000000000000
1993-09-01,67.8000000000000
1993-10-01,68.2000000000000
1993-11-01,68.0000000000000
1993-12-01,68.3000000000000
1994-01-01,69.2000000000000
1994-02-01,69.1000000000000
1994-03-01,69.7000000000000
1994-04-01,70.3000000000000
1994-05-01,70.6000000000000
1994-06-01,70.8000000000000
1994-07-01,70.2000000000000
1994-08-01,71.5000000000000
1994-09-01,72.6000000000000
1994-10-01,73.6000000000000
1994-11-01,74.6000000000000
1994-12-01,76.2000000000000
1995-01-01,72.1000000000000
1995-02-01,74.0000000000000
1995-03-01,73.1000000000000
1995-04-01,73.1000000000000
1995-05-01,73.5000000000000
1995-06-01,72.9000000000000
1995-07-01,72.0000000000000
1995-08-01,70.9000000000000
1995-09-01,72.8000000000000
1995-10-01,70.8000000000000
1995-11-01,70.8000000000000
1995-12-01,69.7000000000000
1996-01-01,70.5000000000000
1996-02-01,69.4000000000000
1996-03-01,70.1000000000000
1996-04-01,70.2000000000000
1996-05-01,71.5000000000000
1996-06-01,71.0000000000000
1996-07-01,70.9000000000000
1996-08-01,72.1000000000000
1996-09-01,72.7000000000000
1996-10-01,72.0000000000000
1996-11-01,72.5000000000000
1996-12-01,72.9000000000000
1997-01-01,71.3000000000000
1997-02-01,73.1000000000000
1997-03-01,73.6000000000000
1997-04-01,74.6000000000000
1997-05-01,73.7000000000000
1997-06-01,75.7000000000000
1997-07-01,76.8000000000000
1997-08-01,75.4000000000000
1997-09-01,75.8000000000000
1997-10-01,76.9000000000000
1997-11-01,77.0000000000000
1997-12-01,78.0000000000000
1998-01-01,78.5000000000000
1998-02-01,77.7000000000000
1998-03-01,78.2000000000000
1998-04-01,77.3000000000000
1998-05-01,78.0000000000000
1998-06-01,77.4000000000000
1998-07-01,78.3000000000000
1998-08-01,77.4000000000000
1998-09-01,76.4000000000000
1998-10-01,76.3000000000000
1998-11-01,75.0000000000000
1998-12-01,74.3000000000000
1999-01-01,78.4000000000000
1999-02-01,75.4000000000000
1999-03-01,76.2000000000000
1999-04-01,76.7000000000000
1999-05-01,76.8000000000000
1999-06-01,77.3000000000000
1999-07-01,78.2000000000000
1999-08-01,78.4000000000000
1999-09-01,79.3000000000000
1999-10-01,78.9000000000000
1999-11-01,79.3000000000000
1999-12-01,80.4000000000000
2000-01-01,79.1000000000000
2000-02-01,81.0000000000000
2000-03-01,80.8000000000000
2000-04-01,80.9000000000000
2000-05-01,83.4000000000000
2000-06-01,80.8000000000000
2000-07-01,82.8000000000000
2000-08-01,83.5000000000000
2000-09-01,83.4000000000000
2000-10-01,83.4000000000000
2000-11-01,84.3000000000000
2000-12-01,85.5000000000000
2001-01-01,84.2000000000000
2001-02-01,84.7000000000000
2001-03-01,83.8000000000000
2001-04-01,81.5000000000000
2001-05-01,82.4000000000000
2001-06-01,82.6000000000000
2001-07-01,80.5000000000000
2001-08-01,81.7000000000000
2001-09-01,81.2000000000000
2001-10-01,80.3000000000000
2001-11-01,79.5000000000000
2001-12-01,79.2000000000000
2002-01-01,79.4000000000000
2002-02-01,80.5000000000000
2002-03-01,80.8000000000000
2002-04-01,80.7000000000000
2002-05-01,80.7000000000000
2002-06-01,81.5000000000000
2002-07-01,81.3000000000000
2002-08-01,82.3000000000000
2002-09-01,82.1000000000000
2002-10-01,81.5000000000000
2002-11-01,82.4000000000000
2002-12-01,81.1000000000000
2003-01-01,81.2000000000000
2003-02-01,80.4000000000000
2003-03-01,81.7000000000000
2003-04-01,81.2000000000000
2003-05-01,81.0000000000000
2003-06-01,81.1000000000000
2003-07-01,81.7000000000000
2003-08-01,79.9000000000000
2003-09-01,80.4000000000000
2003-10-01,82.9000000000000
2003-11-01,82.8000000000000
2003-12-01,83.3000000000000
2004-01-01,83.5000000000000
2004-02-01,84.5000000000000
2004-03-01,83.5000000000000
2004-04-01,84.8000000000000
2004-05-01,84.6000000000000
2004-06-01,84.6000000000000
2004-07-01,85.3000000000000
2004-08-01,84.3000000000000
2004-09-01,84.7000000000000
2004-10-01,85.1000000000000
2004-11-01,85.1000000000000
2004-12-01,84.7000000000000
2005-01-01,87.8000000000000
2005-02-01,85.2000000000000
2005-03-01,84.6000000000000
2005-04-01,86.5000000000000
2005-05-01,85.6000000000000
2005-06-01,86.3000000000000
2005-07-01,87.7000000000000
2005-08-01,86.4000000000000
2005-09-01,87.3000000000000
2005-10-01,89.8000000000000
2005-11-01,88.7000000000000
2005-12-01,89.2000000000000
2006-01-01,89.8000000000000
2006-02-01,89.8000000000000
2006-03-01,89.0000000000000
2006-04-01,91.9000000000000
2006-05-01,93.5000000000000
2006-06-01,93.1000000000000
2006-07-01,93.8000000000000
2006-08-01,96.2000000000000
2006-09-01,95.5000000000000
2006-10-01,95.3000000000000
2006-11-01,95.9000000000000
2006-12-01,98.8000000000000
2007-01-01,98.3000000000000
2007-02-01,98.8000000000000
2007-03-01,99.2000000000000
2007-04-01,98.4000000000000
2007-05-01,99.4000000000000
2007-06-01,100.0000000000000
2007-07-01,99.9000000000000
2007-08-01,100.5000000000000
2007-09-01,101.2000000000000
2007-10-01,101.0000000000000
2007-11-01,100.7000000000000
2007-12-01,103.2000000000000
2008-01-01,102.8000000000000
2008-02-01,103.7000000000000
2008-03-01,103.7000000000000
2008-04-01,103.5000000000000
2008-05-01,101.9000000000000
2008-06-01,102.1000000000000
2008-07-01,101.0000000000000
2008-08-01,102.9000000000000
2008-09-01,99.5000000000000
2008-10-01,97.3000000000000
2008-11-01,91.3000000000000
2008-12-01,84.8000000000000
2009-01-01,79.3000000000000
2009-02-01,78.8000000000000
2009-03-01,77.3000000000000
2009-04-01,75.7000000000000
2009-05-01,78.7000000000000
2009-06-01,80.4000000000000
2009-07-01,80.9000000000000
2009-08-01,83.1000000000000
2009-09-01,85.3000000000000
2009-10-01,85.8000000000000
2009-11-01,86.8000000000000
2009-12-01,86.0000000000000
2010-01-01,87.1000000000000
2010-02-01,87.1000000000000
2010-03-01,89.3000000000000
2010-04-01,92.3000000000000
2010-05-01,94.6000000000000
2010-06-01,94.2000000000000
2010-07-01,94.5000000000000
2010-08-01,96.1000000000000
2010-09-01,95.9000000000000
2010-10-01,97.4000000000000
2010-11-01,97.3000000000000
2010-12-01,96.3000000000000
2011-01-01,99.2000000000000
2011-02-01,99.8000000000000
2011-03-01,100.2000000000000
2011-04-01,101.1000000000000
2011-05-01,101.1000000000000
2011-06-01,100.6000000000000
2011-07-01,102.4000000000000
2011-08-01,102.4000000000000
2011-09-01,100.4000000000000
2011-10-01,100.8000000000000
2011-11-01,100.1000000000000
2011-12-01,98.3000000000000
2012-01-01,98.9000000000000
2012-02-01,98.7000000000000
2012-03-01,98.9000000000000
2012-04-01,99.0000000000000
2012-05-01,99.6000000000000
2012-06-01,99.3000000000000
2012-07-01,99.4000000000000
2012-08-01,99.1000000000000
2012-09-01,97.8000000000000
2012-10-01,97.3000000000000
2012-11-01,96.1000000000000
2012-12-01,95.7000000000000
2013-01-01,96.4000000000000
2013-02-01,95.8000000000000
2013-03-01,97.6000000000000
2013-04-01,96.9000000000000
2013-05-01,98.2000000000000
2013-06-01,98.6000000000000
2013-07-01,98.3000000000000
2013-08-01,98.2000000000000
2013-09-01,98.6000000000000
2013-10-01,99.5000000000000
2013-11-01,99.9000000000000
2013-12-01,100.2000000000000
2014-01-01,100.0000000000000
2014-02-01,100.7000000000000
2014-03-01,100.6000000000000
2014-04-01,100.7000000000000
2014-05-01,98.9000000000000
2014-06-01,99.5000000000000
2014-07-01,100.4000000000000
2014-08-01,98.8000000000000
2014-09-01,99.1000000000000
2014-10-01,99.7000000000000
2014-11-01,99.4000000000000
2014-12-01,100.9000000000000
2015-01-01,99.1000000000000
2015-02-01,99.4000000000000
2015-03-01,99.3000000000000
2015-04-01,100.2000000000000
2015-05-01,99.8000000000000
2015-06-01,101.0000000000000
2015-07-01,100.4000000000000
2015-08-01,99.5000000000000
2015-09-01,99.8000000000000
2015-10-01,99.1000000000000
2015-11-01,99.7000000000000
2015-12-01,100.4000000000000
2016-01-01,100.5000000000000
2016-02-01,101.8000000000000
2016-03-01,100.1000000000000
2016-04-01,100.9000000000000
2016-05-01,100.3000000000000
2016-06-01,100.8000000000000
2016-07-01,100.1000000000000
2016-08-01,101.2000000000000
2016-09-01,101.5000000000000
2016-10-01,100.9000000000000
2016-11-01,101.4000000000000
2016-12-01,100.8000000000000
2017-01-01,101.4000000000000
2017-02-01,102.3000000000000
2017-03-01,102.2000000000000
2017-04-01,104.5000000000000
2017-05-01,103.8000000000000
2017-06-01,104.4000000000000
2017-07-01,105.8000000000000
2017-08-01,106.6000000000000
2017-09-01,106.6000000000000
2017-10-01,105.4000000000000
2017-11-01,108.3000000000000
2017-12-01,108.3000000000000
2018-01-01,106.0000000000000
2018-02-01,105.6000000000000
2018-03-01,104.9000000000000
2018-04-01,105.0000000000000
2018-05-01,107.3000000000000
2018-06-01,107.2000000000000
2018-07-01,106.0000000000000
2018-08-01,105.9000000000000
2018-09-01,105.4000000000000
2018-10-01,104.9000000000000
2018-11-01,104.0000000000000
2018-12-01,103.8000000000000
2019-01-01,104.5000000000000
2019-02-01,103.8000000000000
2019-03-01,104.4000000000000
2019-04-01,103.0000000000000
2019-05-01,102.6000000000000
2019-06-01,101.6000000000000
2019-07-01,101.5000000000000
2019-08-01,101.3000000000000
2019-09-01,100.7000000000000
2019-10-01,100.9000000000000
2019-11-01,100.1000000000000
2019-12-01,97.1000000000000
2020-01-01,101.8000000000000
2020-02-01,103.7000000000000
2020-03-01,96.5000000000000
2020-04-01,82.4000000000000
2020-05-01,83.7000000000000
2020-06-01,88.4000000000000
2020-07-01,91.6000000000000
2020-08-01,93.8000000000000
2020-09-01,95.8000000000000
2020-10-01,98.8000000000000
2020-11-01,101.0000000000000
2020-12-01,102.4000000000000
2021-01-01,103.4000000000000
2021-02-01,101.9000000000000
2021-03-01,104.1000000000000
2021-04-01,103.9000000000000
2021-05-01,104.9000000000000
2021-06-01,104.4000000000000
2021-07-01,103.8000000000000
2021-08-01,100.7000000000000
2021-09-01,100.6000000000000
2021-10-01,100.5000000000000
2021-11-01,101.2000000000000
2021-12-01,102.1000000000000
2022-01-01,103.0000000000000
2022-02-01,103.7000000000000
2022-03-01,100.3000000000000
2022-04-01,101.0000000000000
2022-05-01,100.6000000000000
2022-06-01,101.1000000000000
2022-07-01,100.5000000000000
