date,value
1991-01-31,99.3165527587931
1991-02-28,96.8161360226704
1991-03-31,96.4160693448908
1991-04-30,95.4159026504417
1991-05-31,93.8156359393232
1991-06-30,94.6157692948825
1991-07-31,94.9158193032172
1991-08-31,93.4155692615436
1991-09-30,93.2155359226538
1991-10-31,95.115852642107
1991-11-30,94.8158026337723
1991-12-31,94.3157192865477
1992-01-31,95.6159359893315
1992-02-29,95.4159026504417
1992-03-31,93.3155525920986
1992-04-30,94.4157359559926
1992-05-31,92.7154525754292
1992-06-30,92.3153858976496
1992-07-31,91.8153025504251
1992-08-31,92.915485914319
1992-09-30,93.5155859309885
1992-10-31,93.015502583764
1992-11-30,90.815135855976
1992-12-31,91.91531921987
1993-01-31,89.714952492082
1993-02-28,88.614769128188
1993-03-31,89.6149358226371
1993-04-30,88.614769128188
1993-05-31,87.9146524420737
1993-06-30,89.1148524754126
1993-07-31,87.9146524420737
1993-08-31,88.9148191365228
1993-09-30,90.6151025170862
1993-10-31,89.8149691615269
1993-11-30,90.3150525087514
1993-12-31,90.6151025170862
1994-01-31,88.9148191365228
1994-02-28,88.8148024670778
1994-03-31,89.4149024837473
1994-04-30,87.4145690948491
1994-05-31,87.8146357726288
1994-06-30,88.4147357892982
1994-07-31,88.4147357892982
1994-08-31,88.9148191365228
1994-09-30,87.8146357726288
1994-10-31,89.4149024837473
1994-11-30,91.3152192032005
1994-12-31,88.4147357892982
1995-01-31,90.4150691781964
1995-02-28,91.7152858809802
1995-03-31,90.5150858476413
1995-04-30,90.5150858476413
1995-05-31,91.5152525420904
1995-06-30,89.5149191531922
1995-07-31,90.3150525087514
1995-08-31,90.3150525087514
1995-09-30,90.1150191698616
1995-10-31,89.0148358059676
1995-11-30,89.0148358059676
1995-12-31,87.4145690948491
1996-01-31,88.4147357892982
1996-02-29,90.7151191865311
1996-03-31,89.9149858309718
1996-04-30,91.1151858643107
1996-05-31,91.3152192032005
1996-06-30,90.0150025004167
1996-07-31,89.714952492082
1996-08-31,90.5150858476413
1996-09-30,90.6151025170862
1996-10-31,89.4149024837473
1996-11-30,89.8149691615269
1996-12-31,90.4150691781964
1997-01-31,90.0150025004167
1997-02-28,90.6151025170862
1997-03-31,90.7151191865311
1997-04-30,89.714952492082
1997-05-31,90.2150358393065
1997-06-30,90.3150525087514
1997-07-31,90.7151191865311
1997-08-31,88.8148024670778
1997-09-30,89.4149024837473
1997-10-31,90.0150025004167
1997-11-30,89.2148691448574
1997-12-31,92.5154192365394
1998-01-31,92.2153692282047
1998-02-28,89.9149858309718
1998-03-31,90.5150858476413
1998-04-30,91.4152358726454
1998-05-31,90.0150025004167
1998-06-30,90.3150525087514
1998-07-31,90.6151025170862
1998-08-31,88.5147524587431
1998-09-30,89.714952492082
1998-10-31,88.4147357892982
1998-11-30,88.9148191365228
1998-12-31,90.5150858476413
1999-01-31,91.1151858643107
1999-02-28,89.8149691615269
1999-03-31,91.6152692115352
1999-04-30,90.3150525087514
1999-05-31,91.6152692115352
1999-06-30,90.9151525254209
1999-07-31,91.7152858809802
1999-08-31,91.4152358726454
1999-09-30,91.3152192032005
1999-10-31,91.6152692115352
1999-11-30,93.1155192532088
1999-12-31,92.5154192365394
2000-01-31,88.3147191198533
2000-02-29,90.6151025170862
2000-03-31,91.4152358726454
2000-04-30,92.3153858976496
2000-05-31,94.1156859476579
2000-06-30,93.3155525920986
2000-07-31,92.4154025670945
2000-08-31,94.015669278213
2000-09-30,93.9156526087681
2000-10-31,93.3155525920986
2000-11-30,93.9156526087681
2000-12-31,91.91531921987
2001-01-31,90.6151025170862
2001-02-28,93.1155192532088
2001-03-31,92.0153358893149
2001-04-30,91.5152525420904
2001-05-31,92.6154359059843
2001-06-30,92.5154192365394
2001-07-31,91.91531921987
2001-08-31,94.1156859476579
2001-09-30,91.0151691948658
2001-10-31,91.8153025504251
2001-11-30,90.3150525087514
2001-12-31,90.815135855976
2002-01-31,91.3152192032005
2002-02-28,92.0153358893149
2002-03-31,92.0153358893149
2002-04-30,91.0151691948658
2002-05-31,91.8153025504251
2002-06-30,91.2152025337556
2002-07-31,90.5150858476413
2002-08-31,91.8153025504251
2002-09-30,91.2152025337556
2002-10-31,91.5152525420904
2002-11-30,92.1153525587598
2002-12-31,90.5150858476413
2003-01-31,91.0151691948658
2003-02-28,90.4150691781964
2003-03-31,90.5150858476413
2003-04-30,92.5154192365394
2003-05-31,89.8149691615269
2003-06-30,91.4152358726454
2003-07-31,92.5154192365394
2003-08-31,90.9151525254209
2003-09-30,89.0148358059676
2003-10-31,91.6152692115352
2003-11-30,89.9149858309718
2003-12-31,92.2153692282047
2004-01-31,91.2152025337556
2004-02-29,91.2152025337556
2004-03-31,90.2150358393065
2004-04-30,91.5152525420904
2004-05-31,90.1150191698616
2004-06-30,91.5152525420904
2004-07-31,92.0153358893149
2004-08-31,90.9151525254209
2004-09-30,90.7151191865311
2004-10-31,91.0151691948658
2004-11-30,91.8153025504251
2004-12-31,92.2153692282047
2005-01-31,92.5154192365394
2005-02-28,93.4155692615436
2005-03-31,93.9156526087681
2005-04-30,93.1155192532088
2005-05-31,94.1156859476579
2005-06-30,94.3157192865477
2005-07-31,96.216036006001
2005-08-31,95.0158359726621
2005-09-30,95.6159359893315
2005-10-31,98.0163360560093
2005-11-30,96.1160193365561
2005-12-31,94.1156859476579
2006-01-31,95.4159026504417
2006-02-28,95.3158859809968
2006-03-31,94.6157692948825
2006-04-30,96.6161026837806
2006-05-31,97.0161693615602
2006-06-30,96.7161193532255
2006-07-31,97.2162027004501
2006-08-31,97.1161860310051
2006-09-30,96.4160693448908
2006-10-31,97.316219369895
2006-11-30,98.6164360726788
2006-12-31,98.416402733789
2007-01-31,98.416402733789
2007-02-28,99.416569428238
2007-03-31,100.516752792132
2007-04-30,101.616936156026
2007-05-31,102.51708618103
2007-06-30,98.316386064344
2007-07-31,99.6166027671278
2007-08-31,102.417069511585
2007-09-30,102.91715285881
2007-10-31,101.016836139357
2007-11-30,100.116686114352
2007-12-31,101.316886147691
2008-01-31,102.417069511585
2008-02-29,100.916819469912
2008-03-31,100.716786131022
2008-04-30,98.416402733789
2008-05-31,98.2163693948991
2008-06-30,98.5164194032339
2008-07-31,98.6164360726788
2008-08-31,100.016669444907
2008-09-30,98.7164527421237
2008-10-31,99.3165527587931
2008-11-30,96.6161026837806
2008-12-31,99.416569428238
2009-01-31,98.5164194032339
2009-02-28,96.216036006001
2009-03-31,94.2157026171028
2009-04-30,95.8159693282214
2009-05-31,95.5159193198866
